#query	KEGG_ko
k141_185412_2	ko:K01610
k141_487110_5	ko:K12420
k141_487110_8	ko:K09461
k141_299666_1	ko:K00343
k141_299666_2	ko:K00342,ko:K05575
k141_299666_4	ko:K00342
k141_299666_5	ko:K00341,ko:K05568,ko:K12139
k141_299666_6	ko:K00340
k141_299666_7	ko:K00339
k141_299666_8	ko:K00338
k141_299666_10	ko:K00302,ko:K10814
k141_299666_11	ko:K00333,ko:K13378
k141_299666_12	ko:K00332
k141_299666_13	ko:K00331
k141_299666_15	ko:K00330
k141_109558_1	ko:K01956
k141_109558_2	ko:K01955
k141_109809_3	ko:K18009
k141_109928_2	ko:K02025
k141_669867_1	ko:K12172
k141_670025_1	ko:K00548
k141_300603_1	ko:K02558
k141_300603_2	ko:K02342
k141_857390_1	ko:K01879
k141_857390_2	ko:K01878
k141_857390_3	ko:K01810,ko:K13810
k141_110389_1	ko:K02200,ko:K04018,ko:K19225,ko:K20543,ko:K21007
k141_110389_2	ko:K10554
k141_110389_3	ko:K10553
k141_1224758_2	ko:K01246
k141_1225015_2	ko:K03685
k141_858048_1	ko:K01682
k141_111034_1	ko:K11749
k141_858134_1	ko:K00383
k141_858242_2	ko:K03522
k141_858242_3	ko:K03521
k141_1225793_1	ko:K01714
k141_1225793_2	ko:K13993
k141_1225793_3	ko:K00951
k141_1225793_4	ko:K12339
k141_1225938_1	ko:K00057
k141_1225938_2	ko:K03071
k141_858712_2	ko:K01011
k141_858712_3	ko:K01591
k141_859080_1	ko:K01952
k141_859080_3	ko:K09144
k141_489880_1	ko:K02338
k141_489886_1	ko:K03426
k141_489886_2	ko:K00930
k141_1226317_2	ko:K00075
k141_1226317_3	ko:K01104
k141_1226317_4	ko:K00979
k141_1226317_5	ko:K00912
k141_1226317_6	ko:K11085
k141_1226317_7	ko:K02238
k141_1226317_8	ko:K01495
k141_1226317_9	ko:K07400
k141_1226317_10	ko:K00548
k141_112040_1	ko:K18983
k141_112040_2	ko:K00135
k141_112040_4	ko:K10544
k141_1226441_1	ko:K01868
k141_112073_1	ko:K07232
k141_490254_1	ko:K01256
k141_302918_1	ko:K01438
k141_302918_2	ko:K00796
k141_1032345_1	ko:K19147
k141_1032407_1	ko:K01082
k141_112352_2	ko:K12256
k141_112352_3	ko:K01714
k141_1032414_1	ko:K15034
k141_1032414_4	ko:K10974
k141_1032414_5	ko:K01473
k141_1032414_6	ko:K01474
k141_1032414_7	ko:K01474
k141_1032414_12	ko:K16841
k141_1032414_14	ko:K01469,ko:K01473,ko:K10855
k141_1032414_15	ko:K01474
k141_672485_1	ko:K00343
k141_672485_2	ko:K01921
k141_672727_2	ko:K11070
k141_1227721_4	ko:K01739,ko:K01760,ko:K01761
k141_113321_2	ko:K02950
k141_113321_3	ko:K02992
k141_113321_4	ko:K02355
k141_113321_5	ko:K02358
k141_1033456_1	ko:K07452
k141_304465_1	ko:K00097
k141_673380_1	ko:K02470
k141_673380_2	ko:K01253
k141_861460_1	ko:K00969,ko:K01488
k141_861460_3	ko:K05788
k141_861460_4	ko:K02945
k141_861460_5	ko:K03551
k141_861481_1	ko:K07050
k141_861657_1	ko:K00128,ko:K00130
k141_113785_1	ko:K09997,ko:K10014,ko:K10022
k141_114019_3	ko:K00014
k141_492076_1	ko:K12972
k141_1034324_1	ko:K03582
k141_1034324_5	ko:K19810
k141_1034324_6	ko:K02356
k141_1034324_7	ko:K04568
k141_114498_4	ko:K00627,ko:K00645,ko:K01572,ko:K01961,ko:K02160
k141_1034421_1	ko:K02337
k141_1034421_2	ko:K01962
k141_1034421_3	ko:K04075
k141_1034421_5	ko:K01915
k141_1034421_6	ko:K03151
k141_1034421_7	ko:K03308
k141_1034421_8	ko:K01783
k141_1034421_13	ko:K04485
k141_492565_1	ko:K13687
k141_1229698_1	ko:K09760
k141_492944_2	ko:K02356
k141_492944_3	ko:K21929
k141_306127_1	ko:K01912
k141_306127_2	ko:K02614
k141_306127_3	ko:K15866
k141_1230178_1	ko:K00604
k141_1230178_2	ko:K03500
k141_115175_1	ko:K03524
k141_1035102_1	ko:K00793
k141_1035102_2	ko:K14652
k141_306427_1	ko:K07152
k141_306427_2	ko:K00097
k141_1230426_1	ko:K07323
k141_115485_1	ko:K04087
k141_115485_2	ko:K09937
k141_115485_3	ko:K01939
k141_675454_1	ko:K00573
k141_675454_2	ko:K01754
k141_1230581_1	ko:K00864
k141_1230581_3	ko:K00111
k141_1230581_4	ko:K02444
k141_1035469_1	ko:K00128
k141_1035469_2	ko:K00249
k141_1035469_6	ko:K07488
k141_1035469_7	ko:K01768
k141_115924_2	ko:K02968
k141_115924_3	ko:K03980
k141_115924_4	ko:K11753
k141_864231_5	ko:K02036
k141_864231_6	ko:K02038
k141_864231_7	ko:K02037
k141_864231_8	ko:K02040
k141_864231_9	ko:K03892
k141_116052_1	ko:K02314
k141_116052_2	ko:K02939
k141_1231531_1	ko:K03723
k141_116300_6	ko:K02122
k141_116300_7	ko:K00008
k141_1036222_1	ko:K01912
k141_1231901_1	ko:K11069
k141_1231901_2	ko:K11072
k141_1231901_4	ko:K03978
k141_1231901_5	ko:K00147
k141_1231901_6	ko:K02340
k141_1231901_7	ko:K05710
k141_308343_1	ko:K03474
k141_308343_2	ko:K07305,ko:K12267
k141_308413_1	ko:K11071
k141_1036541_4	ko:K05710
k141_1036541_5	ko:K09721
k141_865347_1	ko:K02040
k141_865347_2	ko:K07222
k141_1036710_2	ko:K00970
k141_865592_2	ko:K09823
k141_865592_3	ko:K09815
k141_308669_1	ko:K00392
k141_308669_2	ko:K01011
k141_308669_5	ko:K06944
k141_308669_6	ko:K22223
k141_308669_7	ko:K01887
k141_308669_9	ko:K07442
k141_308669_11	ko:K07497
k141_495135_1	ko:K08307
k141_308846_1	ko:K00001
k141_308846_2	ko:K18337
k141_308921_1	ko:K04567
k141_308921_2	ko:K02836
k141_866165_1	ko:K03524
k141_677574_1	ko:K01681
k141_677574_2	ko:K01810
k141_677743_2	ko:K04568
k141_309528_2	ko:K02069
k141_495985_1	ko:K05844
k141_309838_2	ko:K02069
k141_310069_1	ko:K01951
k141_310182_1	ko:K00395
k141_310182_3	ko:K00394
k141_678393_1	ko:K02342
k141_678393_2	ko:K01505,ko:K05396
k141_678393_3	ko:K06194,ko:K12943
k141_310255_1	ko:K01965,ko:K01968
k141_310268_2	ko:K06153
k141_310268_3	ko:K01867
k141_496315_2	ko:K00499
k141_310273_1	ko:K06153
k141_118141_1	ko:K07477
k141_118141_2	ko:K17759
k141_678555_1	ko:K00382
k141_867219_1	ko:K13953
k141_867219_8	ko:K06176
k141_1038442_1	ko:K03517
k141_310648_1	ko:K00020
k141_496829_1	ko:K01915
k141_311117_1	ko:K02558
k141_311117_3	ko:K03684
k141_1039022_2	ko:K00571,ko:K00590
k141_1039022_3	ko:K06877
k141_1039022_6	ko:K03163
k141_1039030_2	ko:K00097
k141_868214_1	ko:K01687
k141_868214_2	ko:K09927
k141_119225_1	ko:K02848
k141_119225_2	ko:K21929
k141_119225_4	ko:K03272,ko:K21344
k141_119225_8	ko:K02527
k141_119225_9	ko:K12340
k141_119225_10	ko:K09920
k141_119225_11	ko:K03651
k141_119225_12	ko:K02622
k141_119225_13	ko:K02621
k141_119225_16	ko:K07316
k141_312028_2	ko:K07316
k141_680001_3	ko:K10026
k141_312235_1	ko:K01820
k141_312235_4	ko:K00343
k141_312310_1	ko:K15513
k141_312310_2	ko:K13766
k141_312310_3	ko:K00020
k141_312310_4	ko:K00130
k141_312310_5	ko:K11690
k141_312310_8	ko:K00059,ko:K18337
k141_869240_1	ko:K03404,ko:K03405
k141_869240_2	ko:K03404
k141_869240_3	ko:K01756
k141_313096_2	ko:K00342
k141_313096_3	ko:K00341
k141_313096_4	ko:K05568
k141_313096_5	ko:K05567
k141_313096_6	ko:K05566
k141_313096_7	ko:K05566
k141_313096_8	ko:K05571
k141_313096_9	ko:K05570
k141_313096_10	ko:K05569
k141_313096_11	ko:K04771
k141_313096_12	ko:K09822
k141_313096_19	ko:K02666
k141_313096_20	ko:K00371,ko:K16965,ko:K17048,ko:K17051
k141_313096_21	ko:K00370,ko:K10700,ko:K16964,ko:K17050
k141_313096_26	ko:K07157
k141_313096_27	ko:K01990
k141_313096_30	ko:K01992
k141_313096_32	ko:K02632
k141_498682_2	ko:K02035
k141_498682_3	ko:K02033
k141_498682_4	ko:K02034
k141_498682_5	ko:K02031,ko:K02032
k141_313128_3	ko:K02000
k141_313128_4	ko:K02001
k141_313128_5	ko:K02002
k141_120282_1	ko:K02232
k141_313209_2	ko:K11752
k141_313209_3	ko:K01006
k141_313209_5	ko:K01879
k141_313209_6	ko:K01878
k141_120285_1	ko:K02232
k141_1236936_1	ko:K02341
k141_869621_6	ko:K04749
k141_869621_7	ko:K01338
k141_869621_13	ko:K22491
k141_869621_15	ko:K00901
k141_869621_16	ko:K16264
k141_680988_1	ko:K01358
k141_680988_3	ko:K13634
k141_499138_1	ko:K15513
k141_499138_2	ko:K13766
k141_313814_1	ko:K01682
k141_681226_1	ko:K11180
k141_681226_2	ko:K07454
k141_681226_3	ko:K11181
k141_681226_4	ko:K07235
k141_120897_1	ko:K01267
k141_120897_2	ko:K01267
k141_313927_1	ko:K01256
k141_1041334_3	ko:K01996
k141_1041334_8	ko:K01997,ko:K11956
k141_314131_1	ko:K05541
k141_314131_2	ko:K03215,ko:K06287
k141_314131_6	ko:K03593
k141_314131_10	ko:K01834
k141_314131_12	ko:K02650
k141_314131_13	ko:K00821
k141_314131_14	ko:K00558
k141_314131_16	ko:K00611
k141_314131_17	ko:K01940
k141_314131_18	ko:K01755
k141_314131_23	ko:K01586
k141_314131_24	ko:K01714
k141_314131_25	ko:K00215
k141_314131_27	ko:K01845
k141_314131_29	ko:K03218,ko:K03437,ko:K03501
k141_314131_30	ko:K01156
k141_499658_3	ko:K01935
k141_499658_5	ko:K01641
k141_681565_1	ko:K02678,ko:K21932
k141_1237903_2	ko:K00658
k141_499903_1	ko:K01599
k141_499903_2	ko:K00208
k141_499903_4	ko:K03530
k141_499903_5	ko:K01338
k141_121557_1	ko:K00001
k141_314565_1	ko:K02037
k141_870767_1	ko:K00962
k141_682133_1	ko:K02276
k141_500531_2	ko:K12340
k141_1042276_1	ko:K03797
k141_1042276_2	ko:K00835
k141_1042321_2	ko:K07304
k141_1042321_3	ko:K07003
k141_1042321_5	ko:K00941
k141_122525_2	ko:K01465
k141_122525_3	ko:K00609
k141_122525_4	ko:K02825
k141_122559_1	ko:K02026,ko:K10190
k141_122559_2	ko:K10111,ko:K10191
k141_1042615_2	ko:K00528
k141_1042615_7	ko:K04483
k141_1042615_8	ko:K03718
k141_1042615_9	ko:K02863
k141_1042615_10	ko:K02864
k141_1042615_11	ko:K02869
k141_1042615_12	ko:K00174
k141_1042615_13	ko:K00175
k141_1042615_18	ko:K01703
k141_1042615_19	ko:K01704
k141_1042615_20	ko:K01703
k141_1042615_21	ko:K01704
k141_1042615_22	ko:K00966,ko:K03430
k141_1042615_23	ko:K02996
k141_1042615_24	ko:K02871
k141_1042615_25	ko:K02883
k141_1042615_26	ko:K03047
k141_1042615_27	ko:K14574
k141_1042615_28	ko:K03679
k141_683146_2	ko:K01885
k141_871894_1	ko:K00164
k141_871894_2	ko:K21029
k141_871894_3	ko:K00590,ko:K01174,ko:K02027
k141_122923_1	ko:K01586
k141_683236_2	ko:K06223
k141_683236_3	ko:K02004
k141_123098_1	ko:K01751
k141_501860_1	ko:K02519
k141_501860_2	ko:K02834
k141_501860_3	ko:K03177
k141_683663_1	ko:K00748
k141_683663_2	ko:K00677
k141_872457_1	ko:K07050
k141_872457_2	ko:K00020,ko:K00042
k141_872457_3	ko:K03110
k141_872457_4	ko:K03179
k141_872457_5	ko:K05539
k141_317779_1	ko:K17758
k141_1240760_1	ko:K04751
k141_1044192_1	ko:K08688
k141_1044192_2	ko:K01620,ko:K20801
k141_1044244_1	ko:K01998
k141_1044244_2	ko:K01997
k141_1044444_1	ko:K01251
k141_1044444_2	ko:K00789
k141_1044444_3	ko:K00615
k141_1044444_4	ko:K00134,ko:K03472
k141_1044444_5	ko:K00927
k141_1044444_6	ko:K01624
k141_318612_1	ko:K08218
k141_318827_2	ko:K00014
k141_503917_1	ko:K20952
k141_1044835_5	ko:K02014
k141_1044835_6	ko:K00626
k141_1044835_8	ko:K09992
k141_1044835_13	ko:K05606
k141_1044835_17	ko:K01714
k141_1044835_18	ko:K03548
k141_1044835_19	ko:K04085
k141_874558_3	ko:K12858
k141_874558_4	ko:K12858
k141_874558_5	ko:K12858
k141_874558_6	ko:K12858
k141_874558_7	ko:K12858
k141_874558_9	ko:K14545
k141_874558_10	ko:K14545
k141_685793_1	ko:K02492
k141_685793_2	ko:K01740
k141_319364_1	ko:K01845
k141_504216_2	ko:K05658,ko:K05659,ko:K05660,ko:K05664
k141_1045445_1	ko:K03568
k141_1045445_2	ko:K03592
k141_126353_2	ko:K01869
k141_504733_1	ko:K03110
k141_1045577_1	ko:K06269,ko:K09571,ko:K12487
k141_126609_1	ko:K00254
k141_505018_1	ko:K00990
k141_505018_2	ko:K07102
k141_505018_3	ko:K02069
k141_1045813_1	ko:K07466
k141_1045813_2	ko:K03724
k141_875470_1	ko:K01696
k141_686955_1	ko:K03665
k141_875747_2	ko:K01940
k141_875747_3	ko:K01897
k141_127210_1	ko:K03558
k141_127210_2	ko:K00764
k141_1243600_2	ko:K02028
k141_321219_1	ko:K08305
k141_321219_2	ko:K05837
k141_505703_1	ko:K00826
k141_505703_2	ko:K18855
k141_505703_6	ko:K01001
k141_1046578_1	ko:K00108
k141_1243785_1	ko:K02502
k141_1243785_2	ko:K06888
k141_876289_2	ko:K02611
k141_506008_2	ko:K10414
k141_1046817_1	ko:K00249
k141_1046817_2	ko:K01617,ko:K02509,ko:K02554,ko:K18364
k141_1046817_6	ko:K06877
k141_127809_1	ko:K00382
k141_687896_2	ko:K06174
k141_506242_1	ko:K02527
k141_321953_1	ko:K01972
k141_876544_1	ko:K11749
k141_876544_2	ko:K00099
k141_321990_2	ko:K03802
k141_321990_5	ko:K11209
k141_127909_1	ko:K06147
k141_127909_2	ko:K06147
k141_127921_1	ko:K01881
k141_127921_3	ko:K03424
k141_877083_1	ko:K02335
k141_1244569_3	ko:K01812
k141_1244569_4	ko:K02026
k141_1244569_5	ko:K02025,ko:K10118
k141_1244569_6	ko:K10117
k141_1244569_7	ko:K13641,ko:K19333
k141_1244569_9	ko:K01687,ko:K22186
k141_1244569_10	ko:K01685
k141_688552_2	ko:K00297
k141_688552_3	ko:K01251
k141_506869_1	ko:K01889
k141_506869_2	ko:K02887
k141_1047696_1	ko:K00003
k141_1244866_1	ko:K01595
k141_128622_1	ko:K00615
k141_128622_2	ko:K00615
k141_128622_3	ko:K07448
k141_128622_4	ko:K09791
k141_128622_5	ko:K00979
k141_128622_6	ko:K03806
k141_128694_4	ko:K01733
k141_128694_10	ko:K07068
k141_128694_11	ko:K00626
k141_323256_1	ko:K03686
k141_323256_2	ko:K00266
k141_1048005_1	ko:K04763
k141_128978_2	ko:K00948
k141_128978_3	ko:K02897
k141_1048263_1	ko:K06889
k141_689290_1	ko:K00317
k141_689290_5	ko:K00955
k141_689290_6	ko:K00958
k141_689290_7	ko:K14652
k141_689290_8	ko:K02535
k141_689290_11	ko:K03070
k141_689290_12	ko:K00620
k141_1245966_3	ko:K12573
k141_1245966_4	ko:K03218
k141_1246171_2	ko:K00215
k141_1246218_1	ko:K00133
k141_1246373_2	ko:K01915
k141_1246373_3	ko:K00641
k141_1246424_1	ko:K01885
k141_129703_1	ko:K01886
k141_129703_2	ko:K04774
k141_324948_1	ko:K16846,ko:K16850
k141_879352_2	ko:K00795
k141_1247265_1	ko:K00830,ko:K00839
k141_1247265_2	ko:K01644,ko:K08691
k141_325630_1	ko:K00239
k141_325630_2	ko:K00240
k141_325699_1	ko:K01881
k141_325699_2	ko:K11749
k141_325699_3	ko:K00099
k141_325699_4	ko:K00981
k141_325699_5	ko:K00806
k141_325699_6	ko:K03568
k141_325699_7	ko:K03592
k141_325699_9	ko:K21929
k141_325699_10	ko:K02291
k141_325699_14	ko:K01091,ko:K01633,ko:K15429
k141_325699_15	ko:K03637
k141_325699_16	ko:K03636
k141_325699_17	ko:K03635
k141_325699_18	ko:K03639
k141_325699_20	ko:K01963
k141_325699_21	ko:K11754
k141_325699_23	ko:K06885
k141_325699_24	ko:K09928
k141_325699_25	ko:K00946
k141_325699_26	ko:K01338
k141_325899_2	ko:K01956
k141_325904_1	ko:K03701
k141_130768_2	ko:K01889
k141_130768_3	ko:K02887
k141_130768_4	ko:K02916
k141_130768_5	ko:K02520
k141_691161_3	ko:K15982,ko:K19982
k141_691161_4	ko:K16049
k141_691161_8	ko:K03575
k141_691161_10	ko:K03638
k141_691161_11	ko:K03750
k141_691161_12	ko:K07497
k141_691161_13	ko:K00647
k141_691161_14	ko:K01716
k141_691161_15	ko:K03553
k141_691161_16	ko:K03743
k141_880465_1	ko:K01969
k141_509842_1	ko:K08096
k141_509842_3	ko:K14654
k141_510053_2	ko:K03320
k141_510053_3	ko:K04752
k141_510053_4	ko:K06204
k141_131230_1	ko:K10439
k141_691927_1	ko:K02199
k141_691927_2	ko:K02200
k141_691927_3	ko:K02200
k141_691927_4	ko:K03529
k141_1248913_1	ko:K03124
k141_1248913_4	ko:K01082,ko:K01092
k141_1248913_5	ko:K00860,ko:K07028
k141_131737_2	ko:K03686,ko:K05516
k141_131737_5	ko:K01626
k141_131737_7	ko:K03711
k141_131737_9	ko:K03631
k141_131737_10	ko:K03671
k141_131737_14	ko:K07304,ko:K12267
k141_131737_15	ko:K04771
k141_131737_16	ko:K12057,ko:K22278
k141_131737_20	ko:K07263
k141_131737_23	ko:K00387
k141_1249004_1	ko:K01586
k141_327358_1	ko:K00134
k141_692222_1	ko:K04487
k141_692222_2	ko:K04488
k141_692222_3	ko:K13628
k141_692222_4	ko:K04082
k141_511675_2	ko:K03314
k141_1249929_1	ko:K03664
k141_132546_1	ko:K06024
k141_132546_2	ko:K05896
k141_1051718_1	ko:K07114
k141_692952_1	ko:K01903
k141_132847_1	ko:K17686
k141_1250901_1	ko:K02931
k141_1250901_2	ko:K02895
k141_1250901_3	ko:K02874
k141_513054_1	ko:K00793
k141_513054_2	ko:K14652
k141_133582_1	ko:K07277
k141_133582_2	ko:K11749
k141_1251464_4	ko:K00384
k141_1251464_5	ko:K00684
k141_1251464_6	ko:K21420
k141_1251464_7	ko:K02518
k141_1251464_8	ko:K03694
k141_1251464_9	ko:K06891
k141_1251464_10	ko:K03704
k141_1251464_11	ko:K00031
k141_694175_1	ko:K00766
k141_694175_2	ko:K01609
k141_694175_3	ko:K01696
k141_694175_4	ko:K01695
k141_694175_5	ko:K01937
k141_694175_6	ko:K00858
k141_1251554_1	ko:K01869
k141_1251554_2	ko:K03643
k141_883931_2	ko:K07749
k141_883931_4	ko:K09952
k141_883990_1	ko:K03457
k141_330090_1	ko:K07749
k141_330090_2	ko:K00128,ko:K00151
k141_694417_1	ko:K10457
k141_884195_2	ko:K03524
k141_1053401_1	ko:K02379
k141_1054024_1	ko:K07005
k141_1054024_2	ko:K02014
k141_695448_1	ko:K22082
k141_695934_1	ko:K00153
k141_695934_3	ko:K18702
k141_331913_1	ko:K01139
k141_331913_2	ko:K02027
k141_331913_3	ko:K02025
k141_331913_4	ko:K02026
k141_1253738_1	ko:K01255
k141_1253738_4	ko:K13444
k141_1253738_5	ko:K01130
k141_1253738_6	ko:K00784
k141_515555_1	ko:K01464
k141_515555_3	ko:K01807
k141_515598_1	ko:K03695
k141_515695_3	ko:K07403
k141_515695_4	ko:K01697,ko:K01738
k141_515695_7	ko:K03518
k141_515695_8	ko:K07303
k141_332570_1	ko:K01733
k141_332570_2	ko:K04105
k141_886344_1	ko:K03544
k141_886344_2	ko:K01358
k141_886344_3	ko:K03545
k141_696673_1	ko:K04751
k141_886689_1	ko:K03750
k141_886778_1	ko:K01873
k141_886778_2	ko:K02339
k141_886778_3	ko:K01255
k141_886778_6	ko:K11720
k141_333177_1	ko:K02517
k141_1055481_1	ko:K03703,ko:K10896
k141_1055481_2	ko:K07533
k141_1055481_6	ko:K03686
k141_333283_1	ko:K02871
k141_333283_2	ko:K02996
k141_1055638_1	ko:K02238
k141_333366_2	ko:K01698
k141_1056102_1	ko:K03572
k141_1056102_2	ko:K01448
k141_697712_1	ko:K03852
k141_697712_3	ko:K00259
k141_517321_1	ko:K03526
k141_1256086_1	ko:K01631
k141_1256086_2	ko:K00064
k141_1256086_6	ko:K09386
k141_334250_1	ko:K00799
k141_334426_3	ko:K03742,ko:K03743
k141_334426_4	ko:K01975
k141_334426_5	ko:K03553
k141_334426_6	ko:K01872
k141_334426_7	ko:K07082
k141_334426_11	ko:K03686
k141_334426_12	ko:K04043
k141_334426_13	ko:K03687
k141_334426_14	ko:K03525
k141_334426_15	ko:K03524
k141_334426_16	ko:K00767
k141_334426_17	ko:K01873
k141_334653_2	ko:K01867
k141_334653_5	ko:K04763
k141_334653_7	ko:K03809
k141_334653_11	ko:K02498
k141_334653_14	ko:K01011,ko:K21028
k141_334653_17	ko:K06153
k141_334653_19	ko:K09810
k141_334653_20	ko:K09808
k141_334653_21	ko:K04567
k141_334653_22	ko:K02836
k141_334653_23	ko:K03820
k141_888502_2	ko:K00615
k141_888502_3	ko:K00059
k141_888502_5	ko:K07066
k141_888549_1	ko:K01908
k141_888549_2	ko:K01692
k141_137978_2	ko:K01823
k141_1257005_2	ko:K00058,ko:K16843
k141_1257015_1	ko:K00641
k141_1057077_1	ko:K18779
k141_1257283_2	ko:K09801
k141_1257283_3	ko:K03664
k141_889423_1	ko:K01955
k141_1057761_1	ko:K00558
k141_519135_1	ko:K01255
k141_1057902_1	ko:K00311
k141_1057902_2	ko:K01990
k141_700143_1	ko:K01938
k141_700339_1	ko:K01409
k141_700339_2	ko:K01633
k141_700339_3	ko:K03455
k141_891093_1	ko:K03820
k141_337675_1	ko:K02033
k141_140105_1	ko:K04042
k141_140105_2	ko:K00820
k141_891464_1	ko:K00826
k141_891464_3	ko:K02843
k141_700959_3	ko:K01869
k141_140426_3	ko:K00123
k141_140426_4	ko:K00124
k141_140426_6	ko:K00127
k141_1059440_3	ko:K03752
k141_1059440_4	ko:K00405
k141_1059440_6	ko:K00405
k141_1059440_7	ko:K00425,ko:K08738
k141_1059440_11	ko:K18912
k141_1059440_15	ko:K00425,ko:K08738
k141_1059440_18	ko:K08976
k141_1059440_19	ko:K09846,ko:K13604,ko:K21460
k141_1059440_25	ko:K00368,ko:K07233,ko:K22349
k141_1059440_26	ko:K00824
k141_1059440_28	ko:K00363,ko:K05710
k141_1059506_4	ko:K06941
k141_1059506_5	ko:K06864,ko:K09121
k141_1059506_7	ko:K02109
k141_1059506_8	ko:K02110
k141_1059506_9	ko:K02108
k141_891883_2	ko:K02598
k141_891883_3	ko:K00930
k141_891883_4	ko:K00789
k141_338528_2	ko:K04796
k141_338528_3	ko:K01470
k141_338528_4	ko:K01433
k141_338528_5	ko:K15778
k141_338528_8	ko:K02936
k141_338528_9	ko:K02979
k141_338528_10	ko:K02896
k141_338528_11	ko:K00940
k141_338528_12	ko:K03243
k141_140907_1	ko:K06925
k141_338575_3	ko:K00147
k141_338575_4	ko:K01952
k141_338575_5	ko:K01952
k141_338575_6	ko:K01756
k141_338575_7	ko:K00590
k141_338575_9	ko:K03625
k141_338575_10	ko:K00794
k141_338575_11	ko:K14652
k141_338575_13	ko:K02575
k141_338575_14	ko:K03089
k141_338575_15	ko:K04078
k141_338575_16	ko:K04077
k141_338575_18	ko:K18979
k141_338575_19	ko:K07456
k141_338575_21	ko:K03699
k141_338575_22	ko:K01972
k141_338575_24	ko:K05931
k141_338575_26	ko:K08218
k141_338575_28	ko:K01657
k141_338575_29	ko:K01658,ko:K01664
k141_338575_30	ko:K00766
k141_338575_31	ko:K01609
k141_338575_32	ko:K01817
k141_338575_33	ko:K01696
k141_338575_34	ko:K01695
k141_338575_36	ko:K08963
k141_338575_38	ko:K01524,ko:K07012
k141_338575_40	ko:K03695
k141_338575_41	ko:K01915
k141_338575_42	ko:K03320
k141_338575_43	ko:K04751,ko:K04752
k141_338575_44	ko:K00860
k141_338575_45	ko:K11175
k141_338575_46	ko:K13599
k141_338575_47	ko:K13598
k141_338575_49	ko:K02499
k141_338575_55	ko:K00801
k141_338575_56	ko:K14588
k141_338575_57	ko:K03799
k141_338575_59	ko:K19302
k141_338575_60	ko:K03424
k141_338575_61	ko:K01448
k141_338575_62	ko:K06173
k141_338575_63	ko:K11645
k141_338575_64	ko:K00640
k141_338575_65	ko:K01770,ko:K12506
k141_338575_66	ko:K00991
k141_338575_68	ko:K03841
k141_338575_70	ko:K15778
k141_338575_71	ko:K16011
k141_338575_72	ko:K03270
k141_701623_1	ko:K03520
k141_701623_2	ko:K03518
k141_701623_3	ko:K11529
k141_1059869_4	ko:K01082
k141_1059869_5	ko:K00571
k141_338843_1	ko:K02876
k141_338843_2	ko:K03076
k141_338843_3	ko:K02952
k141_338843_4	ko:K02948
k141_141301_1	ko:K01187
k141_141301_2	ko:K02014
k141_141301_4	ko:K01255
k141_1060196_1	ko:K03654
k141_701995_3	ko:K03124
k141_1260809_2	ko:K00059
k141_1260809_3	ko:K00883
k141_1260809_5	ko:K08296
k141_1260809_6	ko:K04084
k141_1260809_7	ko:K06016
k141_141655_3	ko:K03116
k141_141919_5	ko:K16048
k141_141919_8	ko:K07496
k141_141919_11	ko:K00995,ko:K08744
k141_339807_2	ko:K01740
k141_142212_1	ko:K09015
k141_142212_3	ko:K05710
k141_1060957_1	ko:K10578
k141_1061002_2	ko:K01940
k141_1061002_3	ko:K00611
k141_1061002_4	ko:K03809
k141_142397_1	ko:K00370
k141_142424_2	ko:K17601
k141_523972_1	ko:K01885
k141_523972_3	ko:K12995
k141_523972_4	ko:K01647
k141_523972_6	ko:K00627
k141_143001_2	ko:K03320
k141_143001_3	ko:K04752
k141_143001_5	ko:K07391
k141_143001_6	ko:K02277
k141_143001_9	ko:K01426,ko:K02433
k141_143001_10	ko:K01597
k141_143001_12	ko:K00054
k141_143001_14	ko:K01563
k141_143001_15	ko:K01426,ko:K02433
k141_143001_19	ko:K01916,ko:K01950
k141_143019_1	ko:K02237
k141_143042_2	ko:K03074
k141_524094_2	ko:K02258
k141_524094_6	ko:K02274
k141_894589_1	ko:K00826
k141_894589_12	ko:K02843
k141_524567_3	ko:K03525
k141_524567_4	ko:K03524
k141_524567_6	ko:K00526
k141_524567_7	ko:K00525
k141_524599_1	ko:K14652
k141_704468_1	ko:K02198
k141_1263468_1	ko:K03391,ko:K05712
k141_341910_1	ko:K00928
k141_143985_2	ko:K01784
k141_143985_3	ko:K04752
k141_143985_5	ko:K07391
k141_1263730_1	ko:K04437
k141_342392_8	ko:K06980
k141_342392_9	ko:K09159
k141_342392_11	ko:K12410
k141_342392_12	ko:K02017
k141_342392_13	ko:K02018
k141_342392_14	ko:K02020
k141_342392_16	ko:K01012
k141_342392_17	ko:K00652
k141_342392_18	ko:K02169
k141_342392_19	ko:K01935
k141_342392_20	ko:K07504
k141_144704_1	ko:K00567
k141_144704_2	ko:K00567
k141_144704_3	ko:K13529,ko:K13530
k141_144704_5	ko:K01069
k141_144704_7	ko:K07045
k141_896129_2	ko:K01956
k141_896129_3	ko:K01955
k141_1264733_1	ko:K01255
k141_1264733_3	ko:K01873
k141_1264739_1	ko:K10764
k141_1264739_3	ko:K08305
k141_706840_2	ko:K00568
k141_146049_1	ko:K03517
k141_146049_3	ko:K00969
k141_146346_3	ko:K01933,ko:K11788
k141_146346_4	ko:K07316
k141_897597_1	ko:K01469
k141_1065055_2	ko:K06966
k141_528251_1	ko:K06940
